afd,code,from,updated,to,location_id,location_verification,name,speciale1,speciale2,speciale4,speciale4,sks,,valid
sgh,1376,01-02-2007,21-03-2007,01-01-2500,84,Region Hovedstaden,"Amager Øre-, Næse- og Halsklinik",161,2,,,SKS,,1
sgh,1377,01-01-2007,21-03-2007,01-01-2500,84,Region Hovedstaden,Røntgenklinikken Nørrevold,161,2,,,SKS,,1
sgh,1378,01-01-2007,14-01-2010,22-01-2010,84,Region Hovedstaden,Røntgenklinikken,161,2,,,SKS,,3
sgh,1379,01-06-2007,22-12-2016,31-12-2016,84,Region Hovedstaden,Hovedstadens Plastikkirurgi,161,2,,,SKS,,3
sgh,1380,01-01-2008,21-02-2020,29-02-2020,84,Region Hovedstaden,Vein Care Clinic,161,2,,,SKS,,3
sgh,1381,01-05-2007,07-04-2017,30-04-2017,84,Region Hovedstaden,Øjenklinikken Bellahøj,161,2,,,SKS,,3
sgh,1382,01-02-2008,21-02-2020,29-02-2020,84,Region Hovedstaden,"Pilestræde Røntgen, Unilabs a.s",161,2,,,SKS,,3
sgh,1383,01-01-2008,20-09-2012,30-09-2012,84,Region Hovedstaden,City Privathospital ApS,161,2,,,SKS,,3
sgh,1384,01-01-2008,17-11-2008,01-01-2500,84,Region Hovedstaden,Lasik-klinikken ApS,161,2,,,SKS,,3
sgh,1385,01-06-2008,20-08-2008,01-01-2500,84,Region Hovedstaden,Frederiksstadens Røntgen og Ultralydsklinik ApS,161,2,,,SKS,,1
sgh,1386,01-01-2007,21-02-2020,29-02-2020,84,Region Hovedstaden,Hårklinikken ApS,161,2,,,SKS,,3
sgh,1387,01-07-2008,10-06-2014,23-06-2014,84,Region Hovedstaden,Øjenlæge Henrik Bom Olesen,161,2,,,SKS,,3
sgh,1387,24-06-2014,10-06-2014,01-01-2500,84,Region Hovedstaden,Privatklinik Hørsholm I/S,161,2,,,SKS,,1
sgh,1388,01-01-2000,18-12-2008,31-12-2008,85,Region Sjælland,"Anden rekvirent, H:S-området",140,9,,,SKS,,3
sgh,1389,01-12-2008,13-01-2010,21-01-2010,84,Region Hovedstaden,"Curato AS, Esplanaden",161,2,,,SKS,,3
sgh,1390,01-01-2009,07-02-2011,01-01-2500,85,Region Sjælland,Ellitsgaards Privatklinik,161,2,,,SKS,,3
sgh,1391,01-01-2009,21-02-2020,29-02-2020,84,Region Hovedstaden,Præventions- og Rådgivningsklinikken,161,2,,,SKS,,3
sgh,1392,01-05-2009,13-06-2023,21-06-2023,84,Region Hovedstaden,Hudklinikken Trianglen,161,2,,,SKS,,3
sgh,1393,01-07-2009,21-02-2020,29-02-2020,84,Region Hovedstaden,Tørholms Ortopædiske Klinik,161,2,,,SKS,,3
sgh,1394,25-01-2010,26-01-2010,01-01-2500,84,Region Hovedstaden,Center for Psykiatri og Eksistens,162,2,,,SKS,,1
sgh,1395,04-03-2010,04-03-2010,01-01-2500,84,Region Hovedstaden,"Ulrichsens Klinik, Psykiatri&Psykologi",162,2,,,SKS,,1
sgh,1396,06-04-2010,26-03-2010,01-01-2500,84,Region Hovedstaden,Speciallæge Juergen Schwarzenburg,162,2,,,SKS,,3
sgh,1397,10-02-2010,20-04-2010,01-01-2500,84,Region Hovedstaden,Sellmer Klinik,161,2,,,SKS,,1
sgh,1398,01-01-2010,21-02-2020,29-02-2020,84,Region Hovedstaden,Exoro ApS,161,2,,,SKS,,3
sgh,1399,01-05-2010,30-06-2010,01-01-2500,84,Region Hovedstaden,Østerbrogade Øjenklinik,161,2,,,SKS,,1
sgh,1401,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,FREDERIKSBERG HOSPITAL,101,1,,,,,
sgh,1401,01-01-1978,22-09-2014,30-09-2014,84,Region Hovedstaden,Frederiksberg Hospital,102,1,,,SKS,,3
sgh,1402,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"FREDERIKSBERG, DIAKONISSESTIFT",102,2,,,,,
sgh,1402,01-01-1978,01-01-1978,31-12-1985,84,Region Hovedstaden,"FREDERIKSBERG, DIAKONISSESTIFT",103,2,,,,,
sgh,1402,01-01-1986,01-01-1986,31-12-1988,84,Region Hovedstaden,"FR.BERG, DIAKONISSESTIFTELSEN",450,2,,,,,
sgh,1410,18-01-1990,18-02-2009,28-02-2009,84,Region Hovedstaden,"Bloddonorerne, Storkøbenhavn",119,2,,,SKS,,3
sgh,1411,01-01-1994,21-02-2012,29-02-2012,84,Region Hovedstaden,Privathospitalet Hamlet,161,2,,,SKS,,3
sgh,1411,01-03-2012,29-11-2022,07-12-2022,84,Region Hovedstaden,Aleris-Hamlet Hospitaler,163,2,,,SKS,,3
sgh,1411,08-12-2022,29-11-2022,01-01-2500,84,Region Hovedstaden,Aleris Hospitaler,163,2,,,SKS,,1
sgh,1412,01-01-2002,24-08-2011,01-09-2011,84,Region Hovedstaden,Den Private Høreklinik,161,2,,,SKS,,3
sgh,1413,01-01-2002,07-04-2017,30-04-2017,84,Region Hovedstaden,Øjenklinikken på Speciallægecentret ved Diakonissestiftelsen,161,2,,,SKS,,3
sgh,1414,01-01-2003,23-10-2014,31-10-2014,84,Region Hovedstaden,Øjenklinikken i haven v. Hans Alrø Jørgensen,161,2,,,SKS,,3
sgh,1414,01-11-2014,10-07-2015,19-07-2015,84,Region Hovedstaden,Øjenklinikken Diakonissestiftelsen,161,2,,,SKS,,3
sgh,1415,01-01-2004,20-08-2008,01-01-2500,84,Region Hovedstaden,Øjenlæge Richardt Hansen,161,2,,,SKS,,3
sgh,1416,01-11-2004,30-11-2004,01-01-2500,85,Region Sjælland,"Klinik for øre-,næse- og halssygdomme",161,2,,,SKS,,1
sgh,1417,01-01-2006,19-12-2023,31-12-2023,84,Region Hovedstaden,Raskovs Kirurgiske Klinik,161,2,,,SKS,,3
sgh,1418,01-01-2006,26-02-2020,05-03-2020,8,Nationalt,Sygehusvalg Hamburg GmbH,161,2,,,SKS,,3
sgh,1419,01-01-2006,29-11-2010,31-12-2010,84,Region Hovedstaden,Thava Hamlet,161,2,,,SKS,,3
sgh,1420,01-01-2006,16-04-2010,01-01-2500,84,Region Hovedstaden,"Ultralyd- og Røntgenklinikken ApS, v/Ajay Chauhan",161,2,,,SKS,,3
sgh,1421,01-01-2008,17-01-2008,01-01-2500,84,Region Hovedstaden,Røntgen- Ultralyds klinikken,161,2,,,SKS,,1
sgh,1422,01-10-2005,07-04-2017,30-04-2017,84,Region Hovedstaden,Frederiksberg Sundhedscenter,161,2,,,SKS,,3
sgh,1423,01-01-2008,26-02-2020,05-03-2020,84,Region Hovedstaden,Speciallæge i medicinske hormonsygdomme Klaus Kølendorf,161,2,,,SKS,,3
sgh,1424,01-05-2008,18-12-2008,31-12-2008,84,Region Hovedstaden,"Ellitsgaards Privatklinik, plastik-og rekonstruktionskirurgi",161,2,,,SKS,,3
sgh,1425,01-07-2008,20-01-2010,28-01-2010,84,Region Hovedstaden,Kardiologisk Klinik København,161,2,,,SKS,,3
sgh,1426,01-07-2008,20-08-2008,01-01-2500,84,Region Hovedstaden,Solbjerg Klinik Frederiksberg I/S,161,2,,,SKS,,1
sgh,1427,01-08-2008,22-02-2010,01-03-2010,84,Region Hovedstaden,Skadestuen.nu,161,2,,,SKS,,3
sgh,1427,02-03-2010,24-06-2011,02-07-2011,84,Region Hovedstaden,Kirurgisk Klinik Frederiksberg-Skadestuen.nu,161,2,,,SKS,,3
sgh,1428,01-01-2007,20-08-2008,01-01-2500,84,Region Hovedstaden,Speciallæge Thomas Kjær Uhlig,161,2,,,SKS,,1
sgh,1429,01-07-2008,02-09-2010,10-09-2010,84,Region Hovedstaden,Rungbyklinikken,161,2,,,SKS,,3
sgh,1430,01-01-2007,24-05-2019,01-01-2500,83,Region Syddanmark,Hejmdal Privathospital,162,2,,,SKS,,3
sgh,1431,01-01-2008,25-05-2012,01-06-2012,84,Region Hovedstaden,Klinik for endoskopi og kirurgi v. Michael Rolff,161,2,,,SKS,,3
sgh,1431,02-06-2012,25-05-2012,01-01-2500,84,Region Hovedstaden,Speciallæge Michael Rolff,161,2,,,SKS,,1
sgh,1432,01-07-2009,28-10-2010,05-11-2010,83,Region Syddanmark,"Pain-Team, Tværfaglig Smerteklinik",161,2,,,SKS,,3
sgh,1433,01-03-2010,23-10-2018,31-10-2018,84,Region Hovedstaden,Frederiksberg Centeret A/S,162,2,,,SKS,,3
sgh,1434,01-01-2011,26-02-2020,05-03-2020,84,Region Hovedstaden,Nordic Health Chlinic I/S,161,2,,,SKS,,3
sgh,1435,01-01-2011,14-10-2011,01-01-2500,84,Region Hovedstaden,EuroEyes Øjenlaser Center,161,2,,,SKS,,3
sgh,1436,01-10-2015,20-11-2015,01-01-2500,84,Region Hovedstaden,Øjenlægecentret Frederiksberg,161,2,,,SKS,,1
sgh,1437,01-09-2017,20-09-2017,01-01-2500,84,Region Hovedstaden,Rhinoklinikken ApS,161,2,,,SKS,,1
sgh,1438,01-03-2018,26-04-2018,01-01-2500,84,Region Hovedstaden,Kirurgisk Klinik /v Kenneth Højsgaard Jensen ApS,161,2,,,SKS,,1
sgh,1439,01-10-2018,17-12-2018,01-01-2500,84,Region Hovedstaden,Medicinsk Svedcenter,161,2,,,SKS,,1
sgh,1500,01-01-2006,17-06-2008,01-01-2500,84,Region Hovedstaden,Region Hovedstadens Psykiatri,121,1,,,SKS,,3
sgh,1501,01-04-1976,20-02-2007,31-01-2007,84,Region Hovedstaden,Kbh. Amts Sygehus i Gentofte,102,1,,,SKS,,3
sgh,1501,01-02-2007,20-02-2007,01-01-2500,84,Region Hovedstaden,Gentofte Hospital,102,1,,,SKS,,1
sgh,1502,01-04-1976,20-02-2007,31-01-2007,84,Region Hovedstaden,Kbh. Amts Sygehus i Glostrup,102,1,,,SKS,,3
sgh,1502,01-02-2007,20-02-2007,01-01-2500,84,Region Hovedstaden,Glostrup Hospital,102,1,,,SKS,,1
sgh,1503,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"KØBENHAVNS AMTS SYGEHUS, SCT.",103,1,,,,,
sgh,1503,01-01-1978,13-10-1999,31-12-1999,84,Region Hovedstaden,"KBH. AMT, SCT. ELISABETH",104,1,,,SKS,,3
sgh,1504,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"LYNGBY, KØBENHAVNS AMTS SYGEHU",119,1,,,,,
sgh,1504,01-01-1978,01-01-1978,31-12-1985,84,Region Hovedstaden,"LYNGBY, KØBENHAVNS AMTS SYGEHU",111,1,,,,,
sgh,1505,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"GENTOFTE, SANKT LUKASSTIFTELSE",102,2,,,,,
sgh,1505,01-01-1978,01-01-1978,31-12-1992,84,Region Hovedstaden,"GENTOFTE,SANKT LUKASSTIFTELSEN",111,2,,,,,
sgh,1506,01-04-1976,18-02-2009,28-02-2009,84,Region Hovedstaden,"Gentofte Kommune, Tranehaven",450,1,,,SKS,,3
sgh,1506,01-03-2009,30-09-2010,08-10-2010,84,Region Hovedstaden,"Gentofte Kommune, Tranehaven",141,1,,,SKS,,3
sgh,1507,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"GENTOFTE, NIELS STEENSENS HOSP",119,2,,,,,
sgh,1507,01-01-1978,22-12-2016,31-12-2016,84,Region Hovedstaden,Steno Diabetes Center,161,2,,,SKS,,3
sgh,1507,01-01-2017,22-12-2016,01-01-2500,84,Region Hovedstaden,Steno Diabetes Center,101,1,,,SKS,,1
sgh,1508,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"KLAMPENBORG, HVIDØRE HOSPITAL",119,2,,,,,
sgh,1508,01-01-1978,01-01-1978,31-12-1989,84,Region Hovedstaden,"KLAMPENBORG, HVIDØRE HOSPITAL",111,2,,,,,
sgh,1509,01-04-1976,01-04-1976,31-12-1991,84,Region Hovedstaden,KAS NORDVANG,121,1,,,,,
sgh,1510,01-04-1976,01-04-1976,31-12-1977,84,Region Hovedstaden,"GENTOFTE, MONTEBELLO DAG- OG N",124,2,,,,,
sgh,1510,01-01-1978,01-01-1978,31-12-1981,84,Region Hovedstaden,"GENTOFTE, MONTEBELLO DAG- OG N",121,2,,,,,
sgh,1510,01-01-1982,18-08-2005,31-08-2005,84,Region Hovedstaden,"Gentofte, KAS, Stolpegård",121,1,,,SKS,,3
sgh,1511,01-04-1976,01-04-1976,31-12-1984,84,Region Hovedstaden,"SØBORG, LILLEMOSEGÅRD",420,3,,,,,
sgh,1511,01-01-1985,17-11-2008,30-11-2008,84,Region Hovedstaden,"Søborg, Lillemosegård",420,1,,,SKS,,3
sgh,1511,01-12-2008,03-03-2010,11-03-2010,84,Region Hovedstaden,"Søborg, Lillemosegård",141,1,,,SKS,,3
sgh,1512,01-04-1976,01-04-1976,31-12-1984,84,Region Hovedstaden,"VANGEDE, BØRNEHOSPITALET I",420,3,,,,,
sgh,1512,01-01-1985,01-01-1985,31-12-1985,84,Region Hovedstaden,VANGEDE,420,1,,,,,
sgh,1513,01-04-1976,01-04-1976,31-12-1982,84,Region Hovedstaden,"GLOSTRUP, JOHN F. KENNEDY-INST",420,2,,,,,
